,Drugs,Gene_Symbol,Phenotype_Essentiality,Phenotype_Safety,Pathways
389,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
390,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
391,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
392,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
393,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
394,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
395,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
396,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
397,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
398,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
399,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
400,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
401,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
402,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
403,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
404,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
405,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
406,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
407,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
408,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
409,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
410,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
411,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
412,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
413,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
414,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
415,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
416,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
417,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
418,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
419,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
420,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
421,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
422,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
423,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
424,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
425,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
426,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
427,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
428,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
429,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
430,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
431,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
432,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
433,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
434,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
435,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
436,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
437,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
438,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
439,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
440,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
441,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
442,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
443,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
444,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
445,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
446,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
447,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
448,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
449,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
450,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
451,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
452,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
453,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
454,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
455,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
456,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
457,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
458,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
459,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
460,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
461,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
462,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
463,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
464,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
465,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
466,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
467,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
468,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
469,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
470,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
471,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
472,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
473,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
474,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
475,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
476,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
477,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
478,D-Leucine,SLC7A5,3.0,1.0,"Transport, extracellular"
479,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
480,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
481,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
482,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
483,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
484,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
485,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
486,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
487,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
488,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
489,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
490,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
491,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
492,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
493,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
494,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
495,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
496,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
497,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
498,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
499,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
500,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
501,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
502,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
503,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
504,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
505,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
506,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
507,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
508,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
509,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
510,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
511,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
512,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
513,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
514,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
515,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
516,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
517,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
518,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
519,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
520,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
521,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
522,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
523,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
524,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
525,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
526,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
527,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
528,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
529,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
530,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
531,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
532,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
533,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
534,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
535,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
536,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
537,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
538,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
539,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
540,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
541,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
542,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
543,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
544,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
545,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
546,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
547,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
548,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
549,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
550,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
551,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
552,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
553,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
554,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
555,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
556,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
557,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
558,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
559,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
560,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
561,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
562,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
563,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
564,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
565,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
566,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
567,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
568,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
569,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
570,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
571,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
572,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
573,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
574,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
575,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
576,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
577,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
578,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
579,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
580,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
581,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
582,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
583,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
584,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
585,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
586,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
587,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
588,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
589,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
590,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
591,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
592,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
593,Liothyronine,SLC7A5,3.0,1.0,"Transport, extracellular"
594,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
595,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
596,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
597,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
598,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
599,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
600,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
601,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
602,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
603,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
604,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
605,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
606,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
607,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
608,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
609,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
610,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
611,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
612,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
613,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
614,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
615,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
616,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
617,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
618,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
619,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
620,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
621,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
622,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
623,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
624,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
625,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
626,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
627,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
628,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
629,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
630,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
631,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
632,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
633,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
634,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
635,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
636,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
637,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
638,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
639,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
640,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
641,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
642,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
643,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
644,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
645,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
646,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
647,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
648,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
649,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
650,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
651,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
652,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
653,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
654,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
655,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
656,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
657,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
658,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
659,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
660,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
661,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
662,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
663,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
664,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
665,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
666,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
667,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
668,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
669,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
670,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
671,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
672,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
673,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
674,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
675,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
676,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
677,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
678,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
679,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
680,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
681,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
682,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
683,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
684,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
685,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
686,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
687,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
688,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
689,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
690,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
691,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
692,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
693,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
694,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
695,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
696,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
697,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
698,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
699,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
700,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
701,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
702,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
703,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
704,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
705,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
706,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
707,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
708,Levodopa,SLC7A5,3.0,1.0,"Transport, extracellular"
709,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
710,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
711,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
712,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
713,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
714,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
715,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
716,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
717,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
718,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
719,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
720,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
721,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
722,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
723,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
724,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
725,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
726,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
727,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
728,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
729,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
730,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
731,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
732,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
733,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
734,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
735,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
736,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
737,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
738,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
739,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
740,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
741,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
742,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
743,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
744,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
745,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
746,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
747,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
748,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
749,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
750,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
751,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
752,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
753,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
754,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
755,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
756,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
757,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
758,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
759,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
760,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
761,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
762,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
763,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
764,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
765,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
766,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
767,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
768,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
769,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
770,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
771,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
772,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
773,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
774,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
775,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
776,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
777,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
778,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
779,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
780,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
781,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
