,Drug,Gene_Pair,Number_Genes,Phenotype_Essentiality,Phenotype_Safety,Pathways
18046,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18047,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18048,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18049,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18050,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18051,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18052,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18053,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18054,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18055,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18056,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18057,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18058,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18059,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18060,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18061,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18062,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18063,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18064,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18065,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18066,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18067,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18068,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18069,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18070,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18071,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18072,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18073,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18074,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18075,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18076,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18077,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18078,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18079,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18080,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18081,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18082,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18083,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18084,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18085,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18086,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18087,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18088,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18089,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18090,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18091,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18092,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18093,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18094,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18095,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18096,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18097,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18098,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18099,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18100,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18101,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18102,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18103,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18104,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18105,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18106,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18107,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18108,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18109,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18110,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18111,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18112,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18113,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18114,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18115,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18116,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18117,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18118,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18119,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18120,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18121,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18122,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18123,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18124,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18125,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18126,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18127,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18128,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18129,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18130,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18131,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18132,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18133,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18134,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18135,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18136,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18137,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18138,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18139,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18140,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18141,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18142,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18143,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18144,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18145,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18146,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18147,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18148,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18149,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18150,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18151,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18152,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18153,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18154,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18155,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18156,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18157,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18158,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18159,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18160,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18161,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18162,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18163,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18164,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18165,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18166,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18167,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18168,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18169,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18170,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18171,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18172,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18173,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18174,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18175,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18176,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18177,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18178,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18179,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18180,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18181,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18182,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18183,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18184,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18185,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18186,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18187,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18188,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18189,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18190,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18191,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18192,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18193,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18194,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18195,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18196,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18197,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18198,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18199,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18200,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18201,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18202,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18203,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18204,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18205,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18206,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18207,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18208,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18209,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18210,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18211,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18212,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18213,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18214,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18215,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18216,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18217,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18218,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18219,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18220,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18221,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18222,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18223,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18224,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18225,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18226,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18227,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18228,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18229,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18230,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18231,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18232,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18233,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18234,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18235,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18236,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18237,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18238,Cyclacillin,SLC15A2,1,13.0,0.0,"Transport, extracellular"
18239,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18240,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18241,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18242,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18243,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18244,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18245,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18246,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18247,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18248,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18249,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18250,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18251,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18252,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18253,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18254,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18255,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18256,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18257,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18258,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18259,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18260,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18261,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18262,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18263,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18264,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18265,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18266,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18267,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18268,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18269,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18270,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18271,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18272,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18273,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18274,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18275,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18276,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18277,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18278,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18279,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18280,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18281,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18282,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18283,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18284,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18285,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18286,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18287,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18288,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18289,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18290,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18291,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18292,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18293,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18294,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18295,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18296,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18297,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18298,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18299,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18300,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18301,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18302,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18303,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18304,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18305,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18306,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18307,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18308,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18309,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18310,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18311,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18312,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18313,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18314,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18315,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18316,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18317,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18318,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18319,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18320,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18321,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18322,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18323,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18324,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18325,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18326,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18327,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18328,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18329,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18330,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18331,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18332,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18333,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18334,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18335,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18336,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18337,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18338,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18339,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18340,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18341,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18342,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18343,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18344,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18345,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18346,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18347,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18348,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18349,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18350,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18351,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18352,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18353,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18354,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18355,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18356,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18357,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18358,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18359,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18360,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18361,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18362,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18363,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18364,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18365,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18366,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18367,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18368,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18369,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18370,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18371,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18372,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18373,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18374,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18375,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18376,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18377,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18378,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18379,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18380,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18381,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18382,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18383,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18384,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18385,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18386,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18387,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18388,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18389,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18390,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18391,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18392,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18393,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18394,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18395,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18396,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18397,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18398,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18399,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18400,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18401,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
18402,Cyclacillin,SLC15A1,1,13.0,0.0,"Transport, extracellular"
